event_id,timestamp,language_pair,ai_model_version,ai_model_provider,customer_tier,traffic_volume,content_type,sentence_length_words,latency_ms,user_edit_distance,quality_score
804,2026-04-19,en-pt,v1,Gemini,free,medium,legal,69,404,0.6656,0.3355
805,2026-04-19,en-de,v1,Gemini,enterprise,high,marketing,12,457,0.5725,0.4911
806,2026-04-19,en-fr,v1,Gemini,premium,high,documentation,18,439,0.3858,0.6125
807,2026-04-19,en-ja,v1,Internal,premium,high,support_ticket,26,509,0.95,0.05
808,2026-04-19,en-el,v1,Internal,free,high,marketing,20,534,0.6195,0.3729
809,2026-04-19,en-es,v1,Gemini,enterprise,medium,documentation,51,421,0.3644,0.5941
810,2026-04-19,en-el,v1,Gemini,premium,medium,support_ticket,14,525,0.4758,0.5264
811,2026-04-19,en-zh,v1,Gemini,enterprise,medium,legal,77,533,0.95,0.05
812,2026-04-19,en-it,v1,Gemini,enterprise,medium,marketing,17,477,0.4994,0.4666
813,2026-04-19,en-it,v1,Internal,free,medium,legal,34,407,0.5239,0.5223
814,2026-04-19,en-fr,v1,OpenAI,premium,low,marketing,23,456,0.5214,0.4837
815,2026-04-19,en-es,v1,OpenAI,premium,low,support_ticket,38,392,0.3646,0.6793
816,2026-04-19,en-fr,v1,Gemini,enterprise,medium,marketing,17,427,0.4126,0.5954
817,2026-04-19,en-fr,v1,OpenAI,free,medium,support_ticket,19,424,0.3815,0.5814
818,2026-04-19,en-ja,v1,OpenAI,free,high,support_ticket,28,429,0.9012,0.0687
819,2026-04-19,en-fr,v1,Internal,premium,low,marketing,14,407,0.4239,0.5563
820,2026-04-19,en-fr,v1,OpenAI,premium,medium,support_ticket,21,373,0.3512,0.6257
821,2026-04-19,en-it,v1,Gemini,free,high,support_ticket,22,417,0.2562,0.7698
822,2026-04-19,en-de,v1,Internal,free,high,legal,127,429,0.7441,0.2851
823,2026-04-19,en-de,v1,Gemini,premium,high,support_ticket,17,444,0.3816,0.6143
824,2026-04-20,en-de,v1,OpenAI,free,medium,legal,55,483,0.6574,0.3652
825,2026-04-20,en-ja,v1,OpenAI,enterprise,high,marketing,24,496,0.95,0.05
826,2026-04-20,en-de,v1,Internal,free,medium,support_ticket,13,349,0.466,0.4998
827,2026-04-20,en-de,v1,Gemini,premium,low,documentation,44,393,0.5374,0.4614
828,2026-04-20,en-el,v1,OpenAI,premium,high,support_ticket,22,404,0.4761,0.5201
829,2026-04-20,en-de,v1,OpenAI,premium,medium,marketing,15,419,0.5,0.4477
830,2026-04-20,en-zh,v1,Internal,enterprise,high,documentation,52,397,0.8645,0.0982
831,2026-04-20,en-es,v1,Internal,premium,medium,documentation,29,455,0.3491,0.5981
832,2026-04-20,en-fr,v1,OpenAI,premium,medium,documentation,37,411,0.4212,0.5678
833,2026-04-20,en-de,v1,OpenAI,enterprise,high,marketing,20,467,0.5973,0.4391
834,2026-04-20,en-ja,v1,Internal,free,medium,support_ticket,15,473,0.9145,0.0764
835,2026-04-20,en-el,v1,OpenAI,premium,high,documentation,33,457,0.5599,0.4213
836,2026-04-20,en-es,v1,OpenAI,free,medium,support_ticket,39,424,0.3937,0.6053
837,2026-04-20,en-el,v1,OpenAI,enterprise,high,support_ticket,36,377,0.5777,0.4189
838,2026-04-20,en-es,v1,OpenAI,free,medium,support_ticket,24,392,0.3139,0.646
839,2026-04-20,en-pt,v1,OpenAI,enterprise,medium,support_ticket,28,453,0.3716,0.6212
840,2026-04-20,en-zh,v1,Gemini,free,medium,documentation,26,362,0.8493,0.1008
841,2026-04-20,en-el,v1,Internal,enterprise,medium,support_ticket,25,395,0.5944,0.3992
842,2026-04-20,en-zh,v1,Internal,premium,medium,support_ticket,8,376,0.7856,0.2064
843,2026-04-20,en-it,v1,Gemini,premium,high,marketing,16,348,0.4532,0.4974
844,2026-04-20,en-es,v1,OpenAI,free,medium,support_ticket,19,526,0.3422,0.6752
845,2026-04-20,en-pt,v1,OpenAI,premium,low,support_ticket,12,354,0.3369,0.7079
846,2026-04-20,en-es,v1,Gemini,enterprise,low,marketing,22,354,0.4026,0.5887
847,2026-04-20,en-zh,v1,Gemini,premium,medium,support_ticket,40,516,0.8104,0.1591
848,2026-04-20,en-de,v1,OpenAI,free,medium,marketing,30,395,0.5986,0.407
849,2026-04-20,en-el,v1,Internal,enterprise,medium,legal,52,417,0.654,0.3915
850,2026-04-20,en-de,v1,Gemini,free,low,marketing,7,407,0.5375,0.5175
851,2026-04-20,en-ja,v1,Internal,premium,medium,documentation,21,460,0.9093,0.1442
852,2026-04-20,en-pt,v1,Internal,free,high,legal,80,508,0.575,0.4408
853,2026-04-20,en-el,v1,OpenAI,premium,high,marketing,15,411,0.6388,0.3372
854,2026-04-20,en-es,v1,Gemini,enterprise,medium,marketing,11,512,0.4756,0.5509
855,2026-04-20,en-fr,v1,Internal,premium,high,support_ticket,17,417,0.4268,0.6263
856,2026-04-20,en-it,v1,OpenAI,premium,medium,documentation,31,484,0.325,0.6519
857,2026-04-20,en-pt,v1,Internal,enterprise,low,documentation,34,512,0.3131,0.676
858,2026-04-20,en-it,v1,OpenAI,enterprise,medium,documentation,28,397,0.4035,0.6072
859,2026-04-20,en-it,v1,OpenAI,free,medium,documentation,30,326,0.3923,0.6533
860,2026-04-20,en-pt,v1,Internal,free,high,documentation,44,485,0.3696,0.6076
861,2026-04-21,en-it,v1,OpenAI,free,medium,marketing,12,422,0.4311,0.5527
862,2026-04-21,en-pt,v1,Gemini,enterprise,medium,marketing,12,483,0.5056,0.5026
863,2026-04-21,en-fr,v1,OpenAI,premium,high,support_ticket,13,432,0.3219,0.7058
864,2026-04-21,en-zh,v1,Gemini,free,medium,support_ticket,18,413,0.8772,0.176
865,2026-04-21,en-el,v1,Internal,free,low,marketing,22,260,0.6115,0.2966
866,2026-04-21,en-it,v1,Internal,free,medium,documentation,67,342,0.4667,0.5207
867,2026-04-21,en-de,v1,OpenAI,free,low,marketing,21,342,0.522,0.5244
868,2026-04-21,en-es,v1,Gemini,premium,low,support_ticket,23,485,0.2626,0.7343
869,2026-04-21,en-it,v1,OpenAI,free,high,documentation,45,390,0.3731,0.6269
870,2026-04-21,en-ja,v1,Gemini,free,medium,documentation,30,429,0.8949,0.1013
871,2026-04-21,en-pt,v1,OpenAI,enterprise,high,marketing,15,476,0.3453,0.6519
872,2026-04-21,en-de,v1,OpenAI,premium,high,marketing,12,355,0.4343,0.6064
873,2026-04-21,en-fr,v1,Internal,enterprise,high,legal,33,423,0.5243,0.5456
874,2026-04-21,en-pt,v1,Gemini,free,medium,marketing,10,405,0.3571,0.6304
875,2026-04-21,en-es,v1,OpenAI,free,medium,marketing,16,418,0.4571,0.5136
876,2026-04-21,en-de,v1,Internal,free,medium,marketing,11,426,0.5341,0.4716
877,2026-04-21,en-fr,v1,Internal,premium,high,documentation,32,370,0.3859,0.5534
878,2026-04-21,en-zh,v1,Internal,free,high,support_ticket,43,502,0.9117,0.1113
879,2026-04-21,en-de,v1,Internal,free,medium,documentation,32,399,0.4581,0.5605
880,2026-04-21,en-pt,v1,OpenAI,free,high,support_ticket,20,507,0.3405,0.6685
881,2026-04-21,en-es,v1,Internal,premium,medium,marketing,19,349,0.4816,0.5097
882,2026-04-21,en-pt,v1,Gemini,premium,high,support_ticket,43,516,0.3063,0.6769
883,2026-04-21,en-it,v1,Internal,premium,medium,marketing,12,380,0.4533,0.5103
884,2026-04-21,en-ja,v1,OpenAI,free,medium,marketing,22,401,0.95,0.05
885,2026-04-21,en-ja,v1,OpenAI,enterprise,high,marketing,13,374,0.9431,0.0781
886,2026-04-21,en-el,v1,Gemini,premium,medium,documentation,21,395,0.5052,0.483
887,2026-04-21,en-el,v1,Internal,premium,high,marketing,13,427,0.6068,0.4297
888,2026-04-21,en-ja,v1,Gemini,free,low,support_ticket,37,431,0.95,0.05
889,2026-04-21,en-fr,v1,Internal,premium,medium,marketing,15,347,0.4168,0.5999
890,2026-04-21,en-es,v1,Internal,premium,medium,marketing,26,541,0.3381,0.6491
891,2026-04-21,en-zh,v1,OpenAI,free,low,marketing,25,525,0.95,0.0657
892,2026-04-21,en-zh,v1,Internal,free,medium,documentation,28,421,0.9173,0.1145
893,2026-04-21,en-es,v1,Internal,free,high,support_ticket,25,290,0.3746,0.6228
894,2026-04-21,en-ja,v1,Internal,premium,medium,marketing,18,283,0.95,0.0677
895,2026-04-21,en-pt,v1,Gemini,enterprise,high,marketing,25,472,0.4264,0.5996
896,2026-04-22,en-es,v1,Gemini,free,medium,documentation,34,318,0.3179,0.707
897,2026-04-22,en-ja,v1,Internal,free,high,marketing,17,442,0.95,0.0872
898,2026-04-22,en-de,v1,Internal,free,low,support_ticket,20,440,0.4388,0.5786
899,2026-04-22,en-it,v1,Gemini,free,medium,documentation,37,413,0.3253,0.6806
900,2026-04-22,en-zh,v1,Internal,free,high,support_ticket,23,441,0.7534,0.2449
901,2026-04-22,en-it,v1,OpenAI,premium,low,documentation,28,428,0.3708,0.6234
902,2026-04-22,en-ja,v1,Gemini,premium,medium,documentation,28,445,0.95,0.05
903,2026-04-22,en-zh,v1,Gemini,free,medium,marketing,15,453,0.95,0.0792
904,2026-04-22,en-de,v1,OpenAI,premium,medium,documentation,36,471,0.5511,0.4553
905,2026-04-22,en-it,v1,Internal,premium,low,support_ticket,23,440,0.3288,0.6719
906,2026-04-22,en-es,v1,Gemini,premium,medium,documentation,65,415,0.4361,0.5536
907,2026-04-22,en-ja,v1,Gemini,premium,medium,legal,46,424,0.95,0.05
908,2026-04-22,en-fr,v1,OpenAI,enterprise,high,documentation,43,462,0.3896,0.5832
909,2026-04-22,en-pt,v1,Internal,enterprise,medium,legal,34,495,0.4635,0.5193
910,2026-04-22,en-zh,v1,Gemini,enterprise,medium,marketing,23,424,0.95,0.05
911,2026-04-22,en-es,v1,Gemini,enterprise,medium,marketing,18,352,0.4015,0.6038
912,2026-04-22,en-es,v1,Gemini,premium,high,marketing,15,367,0.4037,0.6159
913,2026-04-22,en-fr,v1,Gemini,premium,medium,documentation,36,452,0.3432,0.6287
914,2026-04-22,en-ja,v1,Gemini,premium,low,support_ticket,17,490,0.8796,0.1704
915,2026-04-22,en-el,v1,Internal,free,low,documentation,25,279,0.5614,0.4049
916,2026-04-22,en-de,v1,Gemini,free,medium,legal,40,391,0.5664,0.4046
917,2026-04-22,en-zh,v1,Gemini,premium,low,marketing,13,357,0.95,0.0522
918,2026-04-22,en-zh,v1,Internal,free,low,support_ticket,25,456,0.8082,0.2477
919,2026-04-22,en-zh,v1,Gemini,premium,high,documentation,41,384,0.8367,0.2281
920,2026-04-22,en-fr,v1,OpenAI,premium,low,documentation,29,422,0.4387,0.5144
921,2026-04-22,en-el,v1,Gemini,premium,low,support_ticket,31,368,0.6274,0.3668
922,2026-04-22,en-de,v1,OpenAI,free,medium,documentation,32,424,0.4622,0.5427
923,2026-04-22,en-de,v1,Gemini,free,low,support_ticket,18,311,0.4296,0.5485
924,2026-04-22,en-el,v1,Internal,free,medium,support_ticket,23,419,0.5058,0.4578
925,2026-04-22,en-ja,v1,Gemini,premium,high,documentation,23,469,0.95,0.0896
926,2026-04-22,en-es,v1,OpenAI,free,medium,documentation,52,569,0.4129,0.5761
927,2026-04-22,en-it,v1,OpenAI,free,medium,marketing,12,358,0.3982,0.5649
928,2026-04-22,en-ja,v1,Internal,free,low,support_ticket,11,399,0.9054,0.1106
929,2026-04-22,en-fr,v1,OpenAI,premium,high,legal,48,357,0.569,0.4354
930,2026-04-22,en-es,v1,OpenAI,premium,medium,legal,41,494,0.4917,0.5071
931,2026-04-22,en-fr,v1,Internal,free,medium,support_ticket,27,456,0.3984,0.5602
932,2026-04-22,en-ja,v1,Internal,enterprise,medium,legal,24,404,0.95,0.05
933,2026-04-22,en-it,v1,Gemini,enterprise,high,support_ticket,20,432,0.3713,0.5866
934,2026-04-22,en-el,v1,Gemini,enterprise,low,legal,54,420,0.6846,0.3326
935,2026-04-22,en-it,v1,Internal,free,low,documentation,60,365,0.3833,0.7008
936,2026-04-22,en-ja,v1,Internal,enterprise,medium,support_ticket,23,365,0.9139,0.0719
937,2026-04-22,en-de,v1,OpenAI,enterprise,medium,legal,36,344,0.5868,0.4197
938,2026-04-22,en-es,v1,Gemini,enterprise,high,documentation,21,400,0.3547,0.6403
939,2026-04-23,en-pt,v1,OpenAI,premium,high,marketing,12,484,0.3016,0.7017
940,2026-04-23,en-zh,v1,OpenAI,enterprise,high,documentation,42,413,0.8349,0.1978
941,2026-04-23,en-el,v1,OpenAI,free,low,support_ticket,9,465,0.4427,0.5108
942,2026-04-23,en-ja,v1,Internal,free,high,marketing,14,441,0.95,0.05
943,2026-04-23,en-it,v1,Internal,enterprise,medium,documentation,40,470,0.382,0.6225
944,2026-04-23,en-zh,v1,Internal,free,medium,support_ticket,17,458,0.8676,0.1017
945,2026-04-23,en-pt,v1,OpenAI,enterprise,medium,marketing,17,239,0.4178,0.5704
946,2026-04-23,en-de,v1,OpenAI,premium,medium,legal,45,407,0.5626,0.3996
947,2026-04-23,en-de,v1,OpenAI,premium,high,legal,51,312,0.6144,0.4137
948,2026-04-23,en-zh,v1,OpenAI,free,medium,documentation,37,309,0.8398,0.1362
949,2026-04-23,en-fr,v1,Internal,free,medium,documentation,38,477,0.4121,0.5839
950,2026-04-23,en-pt,v1,Internal,free,medium,documentation,13,445,0.3295,0.6848
951,2026-04-23,en-ja,v1,Gemini,free,low,documentation,43,400,0.95,0.05
952,2026-04-23,en-es,v1,OpenAI,free,medium,marketing,53,341,0.5171,0.477
953,2026-04-23,en-pt,v1,OpenAI,premium,medium,documentation,21,437,0.4042,0.5891
954,2026-04-23,en-es,v1,Gemini,free,medium,support_ticket,23,465,0.3577,0.6472
955,2026-04-23,en-de,v1,Internal,premium,medium,support_ticket,25,371,0.4051,0.5843
956,2026-04-23,en-ja,v1,OpenAI,premium,high,legal,74,264,0.95,0.0692
957,2026-04-23,en-pt,v1,Internal,free,medium,documentation,33,500,0.3615,0.6379
958,2026-04-23,en-it,v1,Internal,free,low,legal,70,462,0.5844,0.3864
959,2026-04-23,en-zh,v1,OpenAI,free,high,marketing,18,417,0.8961,0.0649
960,2026-04-23,en-pt,v1,Internal,premium,high,documentation,38,471,0.3083,0.6915
961,2026-04-23,en-it,v1,Internal,premium,high,marketing,34,415,0.4742,0.5136
962,2026-04-23,en-de,v1,OpenAI,free,medium,marketing,28,404,0.5774,0.4638
963,2026-04-23,en-pt,v1,Internal,free,medium,legal,35,438,0.4977,0.4517
964,2026-04-23,en-el,v1,OpenAI,enterprise,medium,documentation,30,477,0.5333,0.4654
965,2026-04-23,en-zh,v1,OpenAI,enterprise,low,legal,42,340,0.95,0.05
966,2026-04-23,en-es,v1,OpenAI,premium,medium,marketing,17,239,0.3277,0.6264
967,2026-04-23,en-zh,v1,OpenAI,free,medium,legal,32,422,0.95,0.0569
968,2026-04-23,en-fr,v1,Gemini,premium,high,marketing,14,412,0.4834,0.4958
969,2026-04-23,en-zh,v1,Gemini,enterprise,high,marketing,25,421,0.9052,0.0563
970,2026-04-23,en-es,v1,Internal,premium,medium,marketing,16,412,0.434,0.5101
971,2026-04-23,en-es,v1,Internal,premium,high,documentation,38,434,0.3396,0.6463
972,2026-04-23,en-el,v1,Internal,free,medium,documentation,28,390,0.6031,0.4165
973,2026-04-23,en-zh,v1,OpenAI,free,low,documentation,36,525,0.8515,0.1136
974,2026-04-23,en-it,v1,Internal,free,medium,legal,80,376,0.5985,0.3668
975,2026-04-23,en-fr,v1,Internal,premium,medium,support_ticket,13,452,0.3402,0.5978
976,2026-04-23,en-pt,v1,Internal,enterprise,low,legal,60,402,0.5112,0.4849
977,2026-04-23,en-it,v1,Internal,enterprise,low,support_ticket,32,418,0.3504,0.6665
978,2026-04-23,en-ja,v1,Gemini,free,low,documentation,14,471,0.8548,0.1639
979,2026-04-23,en-ja,v1,Gemini,free,medium,documentation,55,298,0.95,0.05
980,2026-04-23,en-ja,v1,Gemini,free,high,legal,39,428,0.95,0.05
981,2026-04-23,en-de,v1,Internal,free,medium,legal,58,434,0.59,0.4082
982,2026-04-23,en-zh,v1,Internal,free,high,support_ticket,21,573,0.7726,0.195
983,2026-04-23,en-zh,v1,Gemini,premium,low,support_ticket,20,353,0.8094,0.2551
984,2026-04-23,en-es,v1,OpenAI,free,high,legal,40,410,0.4403,0.5475
985,2026-04-23,en-de,v1,OpenAI,premium,high,legal,59,506,0.6171,0.3568
986,2026-04-23,en-it,v1,Gemini,free,medium,marketing,11,344,0.4562,0.5556
987,2026-04-23,en-fr,v1,OpenAI,enterprise,high,marketing,12,382,0.4622,0.4553
988,2026-04-23,en-el,v1,OpenAI,premium,medium,legal,48,429,0.7748,0.2728
989,2026-04-23,en-zh,v1,OpenAI,free,medium,documentation,52,544,0.8906,0.1731
990,2026-04-23,en-zh,v1,Internal,enterprise,medium,documentation,22,436,0.8915,0.1017
991,2026-04-24,en-de,v1,Gemini,premium,medium,legal,66,454,0.7198,0.2921
992,2026-04-24,en-ja,v1,Internal,enterprise,medium,documentation,73,396,0.9363,0.05
993,2026-04-24,en-it,v1,OpenAI,enterprise,high,support_ticket,14,358,0.2781,0.711
994,2026-04-24,en-it,v1,Internal,premium,medium,support_ticket,29,483,0.3598,0.6343
995,2026-04-24,en-el,v1,Gemini,free,high,documentation,30,371,0.5783,0.4444
996,2026-04-24,en-pt,v1,Internal,free,medium,documentation,23,383,0.2711,0.6874
997,2026-04-24,en-fr,v1,Gemini,free,high,documentation,30,519,0.3581,0.6198
998,2026-04-24,en-es,v1,OpenAI,free,high,marketing,14,484,0.4431,0.5413
999,2026-04-24,en-fr,v1,OpenAI,free,low,legal,32,455,0.4059,0.5863
1000,2026-04-24,en-pt,v1,Gemini,premium,medium,support_ticket,17,455,0.3178,0.7503
1001,2026-04-24,en-it,v1,Gemini,premium,medium,legal,42,420,0.4631,0.5135
1002,2026-04-24,en-it,v1,Internal,enterprise,medium,marketing,24,485,0.4172,0.5608
1003,2026-04-24,en-it,v1,OpenAI,enterprise,high,legal,46,464,0.5688,0.4372
1004,2026-04-24,en-de,v1,Internal,free,medium,documentation,30,334,0.5125,0.5368
1005,2026-04-24,en-it,v1,Gemini,enterprise,low,marketing,17,460,0.4476,0.5465
1006,2026-04-24,en-es,v1,OpenAI,enterprise,medium,legal,79,409,0.5655,0.4533
1007,2026-04-24,en-es,v1,Gemini,free,medium,marketing,16,514,0.4396,0.5564
1008,2026-04-24,en-pt,v1,Internal,premium,medium,support_ticket,15,420,0.3171,0.6573
1009,2026-04-24,en-zh,v1,OpenAI,free,high,documentation,33,428,0.846,0.1347
1010,2026-04-24,en-it,v1,OpenAI,premium,high,documentation,29,340,0.4643,0.5485
1011,2026-04-24,en-pt,v1,Internal,premium,medium,documentation,53,431,0.3922,0.5519
1012,2026-04-24,en-pt,v1,Gemini,free,medium,documentation,40,428,0.3037,0.6596
1013,2026-04-24,en-zh,v1,OpenAI,premium,medium,legal,82,509,0.95,0.05
1014,2026-04-24,en-el,v1,OpenAI,free,high,support_ticket,30,432,0.5862,0.4178
1015,2026-04-24,en-pt,v1,Internal,enterprise,medium,marketing,24,412,0.3568,0.6017
1016,2026-04-24,en-it,v1,Internal,enterprise,medium,marketing,23,388,0.3545,0.6565
1017,2026-04-24,en-es,v1,Internal,enterprise,low,documentation,39,432,0.4172,0.5995
1018,2026-04-24,en-ja,v1,OpenAI,premium,high,marketing,30,395,0.95,0.05
1019,2026-04-24,en-ja,v1,OpenAI,enterprise,high,marketing,20,458,0.9212,0.1202
1020,2026-04-24,en-zh,v1,Internal,premium,low,documentation,74,416,0.9259,0.1165
1021,2026-04-24,en-pt,v1,OpenAI,enterprise,medium,support_ticket,33,408,0.2987,0.6993
1022,2026-04-24,en-ja,v1,Gemini,premium,high,marketing,27,461,0.95,0.053
1023,2026-04-24,en-de,v1,Internal,premium,medium,documentation,34,494,0.545,0.4502
1024,2026-04-24,en-it,v1,Gemini,enterprise,low,documentation,44,274,0.4562,0.5191
1025,2026-04-24,en-pt,v1,Internal,free,medium,marketing,23,452,0.4064,0.5602
1026,2026-04-24,en-zh,v1,Gemini,free,medium,documentation,29,501,0.8167,0.1376
1027,2026-04-24,en-pt,v1,Internal,enterprise,medium,documentation,26,342,0.3355,0.6356
1028,2026-04-24,en-es,v1,Gemini,enterprise,low,support_ticket,25,454,0.4004,0.6313
1029,2026-04-24,en-fr,v1,Internal,enterprise,medium,documentation,34,446,0.384,0.635
1030,2026-04-24,en-zh,v1,Internal,enterprise,low,legal,54,408,0.95,0.05
1031,2026-04-24,en-de,v1,Internal,free,high,marketing,31,462,0.4955,0.5701
1032,2026-04-24,en-pt,v1,Gemini,free,low,support_ticket,19,376,0.2866,0.7036
1033,2026-04-24,en-fr,v1,OpenAI,premium,high,documentation,33,530,0.3837,0.6233
1034,2026-04-24,en-fr,v1,Gemini,free,medium,documentation,22,355,0.4441,0.5757
1035,2026-04-24,en-el,v1,Internal,premium,high,documentation,28,382,0.5998,0.4051
1036,2026-04-24,en-pt,v1,Internal,premium,low,support_ticket,12,370,0.3224,0.716
1037,2026-04-24,en-fr,v1,Gemini,enterprise,medium,support_ticket,34,410,0.385,0.6327
1038,2026-04-24,en-fr,v1,Gemini,enterprise,high,support_ticket,14,451,0.3727,0.5897
1039,2026-04-24,en-ja,v1,OpenAI,free,medium,legal,41,338,0.95,0.05
1040,2026-04-25,en-el,v1,OpenAI,premium,high,marketing,16,394,0.5967,0.4103
1041,2026-04-25,en-it,v1,Internal,free,medium,marketing,20,429,0.5062,0.4814
1042,2026-04-25,en-pt,v1,Gemini,enterprise,high,support_ticket,34,379,0.3634,0.6316
1043,2026-04-25,en-el,v1,Gemini,enterprise,medium,marketing,22,431,0.5917,0.4166
1044,2026-04-25,en-it,v1,Gemini,premium,medium,support_ticket,22,500,0.3567,0.608
1045,2026-04-25,en-zh,v1,Internal,free,medium,support_ticket,57,487,0.9401,0.0507
1046,2026-04-25,en-de,v1,Gemini,free,high,legal,55,397,0.6379,0.3567
1047,2026-04-25,en-el,v1,Gemini,premium,medium,marketing,14,408,0.6261,0.4209
1048,2026-04-25,en-pt,v1,Gemini,enterprise,medium,documentation,34,389,0.353,0.6338
1049,2026-04-25,en-es,v1,OpenAI,free,medium,documentation,21,335,0.3559,0.663
1050,2026-04-25,en-zh,v1,Internal,enterprise,medium,documentation,48,383,0.8637,0.15
1051,2026-04-25,en-ja,v1,OpenAI,free,high,marketing,22,308,0.95,0.0702
1052,2026-04-25,en-ja,v1,Internal,free,medium,support_ticket,23,471,0.8426,0.1217
1053,2026-04-25,en-zh,v1,Internal,enterprise,low,documentation,33,414,0.915,0.05
1054,2026-04-25,en-el,v1,Internal,premium,high,legal,39,476,0.6255,0.3264
1055,2026-04-25,en-fr,v1,Gemini,premium,high,support_ticket,19,343,0.3852,0.5921
1056,2026-04-25,en-pt,v1,Internal,free,high,support_ticket,45,370,0.3867,0.6044
1057,2026-04-25,en-fr,v1,Internal,enterprise,medium,documentation,28,437,0.3563,0.6144
1058,2026-04-25,en-zh,v1,Internal,free,medium,documentation,32,312,0.9014,0.0845
1059,2026-04-25,en-el,v1,OpenAI,free,low,marketing,29,407,0.6072,0.4028
1060,2026-04-25,en-pt,v1,OpenAI,premium,low,marketing,15,406,0.3742,0.5911
1061,2026-04-25,en-pt,v1,Internal,free,medium,documentation,23,391,0.3722,0.6626
1062,2026-04-25,en-ja,v1,OpenAI,free,low,support_ticket,28,320,0.8949,0.1353
1063,2026-04-25,en-fr,v1,Internal,premium,low,support_ticket,15,401,0.367,0.6611
1064,2026-04-25,en-ja,v1,Internal,free,medium,support_ticket,19,491,0.878,0.1204
1065,2026-04-25,en-fr,v1,OpenAI,premium,low,documentation,53,432,0.4461,0.5329
1066,2026-04-25,en-el,v1,Gemini,enterprise,low,marketing,12,414,0.644,0.3264
1067,2026-04-25,en-fr,v1,OpenAI,premium,medium,marketing,23,463,0.5203,0.4399
1068,2026-04-25,en-de,v1,Gemini,premium,medium,marketing,21,439,0.51,0.5123
1069,2026-04-25,en-es,v1,Internal,premium,medium,legal,50,404,0.4746,0.5469
1070,2026-04-25,en-el,v1,OpenAI,free,low,documentation,42,389,0.6032,0.4057
1071,2026-04-25,en-it,v1,Gemini,premium,high,support_ticket,44,421,0.3421,0.6511
1072,2026-04-25,en-es,v1,Gemini,enterprise,medium,marketing,28,398,0.4347,0.5452
1073,2026-04-25,en-el,v1,Gemini,free,low,documentation,44,405,0.5714,0.4581
1074,2026-04-25,en-es,v1,OpenAI,premium,low,documentation,37,333,0.3386,0.6276
1075,2026-04-25,en-de,v1,OpenAI,premium,low,marketing,16,397,0.4572,0.5331
1076,2026-04-25,en-pt,v1,OpenAI,premium,high,marketing,18,444,0.4193,0.5645
1077,2026-04-25,en-pt,v1,Gemini,free,medium,documentation,31,568,0.3551,0.6391
1078,2026-04-26,en-el,v1,Gemini,free,high,documentation,37,385,0.577,0.4328
1079,2026-04-26,en-zh,v1,Internal,premium,medium,support_ticket,16,476,0.7983,0.2463
1080,2026-04-26,en-de,v1,OpenAI,enterprise,low,support_ticket,41,434,0.4818,0.509
1081,2026-04-26,en-es,v1,Gemini,free,medium,documentation,48,390,0.3942,0.6361
1082,2026-04-26,en-it,v1,Internal,free,low,documentation,25,421,0.3681,0.6029
1083,2026-04-26,en-el,v1,Gemini,enterprise,high,documentation,24,445,0.4562,0.4898
1084,2026-04-26,en-es,v1,Gemini,free,medium,support_ticket,24,348,0.2855,0.7111
1085,2026-04-26,en-es,v1,Internal,premium,medium,documentation,15,370,0.2836,0.7187
1086,2026-04-26,en-fr,v1,OpenAI,free,low,marketing,21,402,0.4592,0.5528
1087,2026-04-26,en-el,v1,Internal,enterprise,high,legal,32,339,0.7712,0.2184
1088,2026-04-26,en-fr,v1,Gemini,enterprise,high,support_ticket,19,400,0.3518,0.6442
1089,2026-04-26,en-pt,v1,Internal,enterprise,high,support_ticket,34,468,0.3466,0.6204
1090,2026-04-26,en-zh,v1,OpenAI,premium,medium,marketing,29,509,0.95,0.05
1091,2026-04-26,en-ja,v1,Internal,free,low,marketing,22,375,0.95,0.0764
1092,2026-04-26,en-es,v1,OpenAI,enterprise,medium,support_ticket,19,453,0.3116,0.6747
1093,2026-04-26,en-ja,v1,Gemini,enterprise,medium,legal,31,428,0.95,0.05
1094,2026-04-26,en-de,v1,OpenAI,premium,low,marketing,19,456,0.526,0.4922
1095,2026-04-26,en-es,v1,Internal,enterprise,low,marketing,15,465,0.4091,0.5933
1096,2026-04-26,en-es,v1,Internal,premium,low,legal,17,338,0.4378,0.5688
1097,2026-04-26,en-ja,v1,Gemini,premium,high,support_ticket,48,341,0.95,0.05
1098,2026-04-26,en-ja,v1,Gemini,free,low,documentation,33,468,0.8923,0.1269
1099,2026-04-26,en-zh,v1,Gemini,enterprise,medium,documentation,21,420,0.7779,0.2582
1100,2026-04-26,en-zh,v1,OpenAI,free,medium,documentation,29,339,0.8285,0.1544
1101,2026-04-26,en-zh,v1,Internal,free,medium,marketing,14,504,0.95,0.0517
1102,2026-04-26,en-zh,v1,OpenAI,free,low,support_ticket,30,498,0.8766,0.1035
1103,2026-04-26,en-pt,v1,Gemini,enterprise,low,documentation,48,411,0.4126,0.5798
1104,2026-04-26,en-de,v1,Internal,premium,medium,marketing,21,420,0.5419,0.4123
1105,2026-04-26,en-es,v1,Internal,free,medium,documentation,39,288,0.3762,0.5691
1106,2026-04-26,en-it,v1,OpenAI,premium,medium,support_ticket,18,492,0.3375,0.6521
1107,2026-04-26,en-pt,v1,OpenAI,free,high,support_ticket,17,436,0.3758,0.6372
1108,2026-04-26,en-es,v1,Internal,premium,medium,support_ticket,30,330,0.3359,0.6138
